sentiment,headline
1,the increase in capital stock has been registered in the finnish trade register on 20 november 2006 .
1,the operating profit for grain trading increased to eur 2.0 mn from eur 1.4 mn in 2005 .
1,the stock rose for a second day on wednesday bringing its twoday rise to gbx12 .0 or 2.0  .
1,the stock rose for a third day on tuesday bringing its threeday rise to gbx10 .50 or 1.8  .
1,the transaction is in line with aspo's strategy to expand in the baltic sea region and in the eastern markets .
1,the transactions would increase earnings per share in the first quarter by some eur0 .28 .
1,there has been some recovery of the base metals prices and increased demand for metals in china  however .
1,this new representation extends comptel's global presence to a total of 18 countries  serving over 250 customers in over 80 countries worldwide .
1,tietoenator itself uses nokia's intellisync mobile suite's wireless email  calendar  and device management capabilities  and the company will now extend these services to its customers .
1,total operating revenue grew by 27.6  yearonyear to eur61m .
1,vacon's cash flow from operations grew to eur 37.1 mn from eur 21.9 mn a year ago .
1,we also strengthen our existing partnership with cybercom ''  says teleste cto esko myllyla .
1,via the satlan acquisition  teleste plans to further expand its market presence as a video services partner for cable operators  broadcasters and iptv service providers .
1,with the acquisition  the company will expand its offering to north  central and south america  it said .
1,with the extension of the new contract for a further eight engines  the plant will now produce over 100 mw  it said .
1,yit says the acquisition is a part of its strategy for expansion in central and eastern european markets .
1,basware's product sales grew strongly in the financial period  by 24 percent .
1,the second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008  '' said magnus rosen  ramirent ceo .
1,the transaction strengthens our position ... in design and branded goods  '' said fiskars president and ceo heikki allonen  pointing out that the two groups have relatively few overlapping operations .
1,1 february 2011  finnish textile and clothing company marimekko oyj hel  mmo1v said today its preliminary operating profit grew to eur8 .2 m in 2010 from eur6 .3 m in 2009 .
1,finnish larox has signed a contract with the talvivaara project for the delivery of filters to the talvivaara nickel mine in sotkamo  in finland .
1,affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached eur 103 million .
1,cash flow from operations rose to eur 52.7 mn from eur 15.6 mn in 2007 .
1,commission income rose by 25.7  to eur 16.1 mn from eur 12.8 mn in 2004 .
1,componenta's objective with this agreement is to increase business on its existing production lines .
1,earnings per share for januaryjune 2010 were eur0 .30  an increase of 20  yearonyear eur0 .25 .
1,earnings per share eps rose to eur 0.11 from eur 0.03 .
1,elisa said mobile subscriptions grew 7 percent during 2007  mainly because of customers adopting socalled third generation mobile technology .
1,eps for the quarter came in at 0.36 eur  up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .
1,eps grew to 0.04 eur from 0.02 eur .
1,exports grew 16.5 percent to 19.1 million liters .
1,finnish investment group panostaja oyj said its net profit went up to 8.6 mln euro  11.4 mln in fiscal 200506  ended october 31  2006  from 2.8 mln euro  3.7 mln in the same period of fiscal 200405 .
1,finnish metal components supplier componenta oyj said its net profit went up to 3.5 mln euro  4.5 mln in 2006 from 2.2 mln euro  2.8 mln in 2005 .
1,finnish silicon wafer technology company okmetic oyj omx helsinki  okm1v reported on thursday 30 october an operating profit of eur7 .4 m for januaryseptember 2008  up from eur6 .1 m in the corresponding period in 2007 .
1,fiskars brands report net sales of eur 145.8 mn  up from eur 138.4 mn .
1,geosentric oyj s geosolutions business unit gypsii  the mobile digital lifestyle application and geomobility social networking platform  has signed an agreement with nanjing mynet to make the gypsii mobile social networking platform available to customers of china mobile .
1,helsinki afx  outokumpu technology said it has signed a 3.5 mln eur agreement with mongolia's erdenet mining corporation for the engineering of the first hydrocopper plant to be built at the erdenet mine site .
1,however  the proportion of the paid standing orders grew in 2009 .
1,in addition to the demand in finland  the export of lining stone products also increased .
1,in januaryseptember 2007  the group's net sales from continuing operations rose to eur 213.1 mn from eur 172.6 mn in the corresponding period in 2006 .
1,in julyseptember 2008  yit's net sales increased to eur 970.8 mn  compared to eur 906.8 mn in the corresponding period in 2007 .
1,in the reporting period  net sales rose by 8  yearonyear to eur64 .3 m  due to the business acquisitions realized during the first half of 200809  the effect of which was eur10 .9 m in the review period .
1,in the reporting period  the company's operating profit grew by 43.2  to eur 6 million .
1,last year's net sales rose to eur 68.3 million from eur 62.2 million .
1,last year the company raised its turnover to approximately 7 million litas eur 2 mln  from 6.1 million litas in 2004 .
1,adp news  nov 18  2008  finnish ac drives manufacturer vacon oyj omx  vac1v said today that it had set up new representative offices in romania and ukraine to serve the growing markets in eastern and southeastern europe .
1,marimekko group's fullyear net sales are estimated to increase by about 10  .
1,net sales surged by 30  to eur 36 million .
1,net sales went up by 1  yearonyear to eur 29 million  affected by the business acquisitions  realized during the previous financial period  the effect of which was eur 5.1 million on the review period .
1,nevertheless  its market share rose to 49.14 percent from 48.51 percent a year earlier .
1,nokia  the world's largest mobile phone manufacturer  and china postel  china's largest mobile phone distributor  have a longstanding partnership that continues to grow stronger over time .
1,octoberdecember sales were 302 mln eur  or a 25.3 pct increase year on year .
1,olvi  which controls a 94 percent stake in ragutis through a. le coq  said in its annual report published earlier this year that the lithuanian brewery's sales reached 15.04 million euros last year  a rise of 20.4 percent from 12.49 million euros in 2004 .
1,olvi expects sales and market share to increase in the first quarter of 2010 .
1,operating profit increased to eur 14.0 mn from eur 4.9 mn in the corresponding period in 2005 .
1,operating profit of the asian plants grew markedly .
1,operating profit totaled eur 825mn  up from eur 763mn in 2004 .
1,operating profit totalled eur 83.0 mn  up from eur 23.5 mn yearonyear .
1,production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .
1,profit for the period increased from eur 2.9 mn to eur 10.5 mn .
1,profit per share was eur 1.03  up from eur 0.87 .
1,return on capital employed rose by 4.8 percentage points to 19.6  .
1,revenue from july to september grew 21 percent to euro 2.3 billion  the finnish company said thursday .
1,revenue grew 1 percent to euro742 .2 million us 964 million from euro735 million .
1,ruukki's order book at the end of 2010 was 30  up yearonyear and 10  up quarteronquarter .
1,ruukki signed the contract with norwegian company veidekke entreprenor as .
1,sales in finland rose by 3.9  and international growth was 0.7  .
1,sales of security and system packaging increased slightly .
1,stora enso's thirdquarter pretax profit doubled to eur 197mn .
1,strongest growth was seen in the new markets in russia  the czech republic  and slovakia .
1,the airline has ordered nine airbus a350900 aircraft with deliveries from 2011  and in doing so becomes the lead airline for the latest variant of rollsroyce trent series engines  called the 1700 .
1,the company is now intensifying its smelter operations and increasing its annual production capacity to 230000 tonnes of copper .
1,the company's market share is continued to increase further .
1,the company's scheduled traffic  measured in revenue passenger kilometres rpk  grew by just over 2  and nearly 3  more passengers were carried on scheduled flights than in february 2009 .
1,the company said that its investments in the new market areas resulted in sales increase in sweden  poland  russia and lithuania .
1,the disposal of autotank will also strengthen aspo's capital structure  '' commented gustav nyberg  ceo of aspo .
1,the earnings per share for the quarter came in at 0.25 eur  up from the 0.20 eur of the same quarter a year earlier .
